-----------------------------------------------------------------------------------------------------

OPTICAL/UV/NIR DATA
      Time        Exposure(s)  Mag        Magerr        Filter   Telescope
    153.2799988      0.1991000      0.1154000      0.2561000      0.1139000      0.1375000      0.1039000      0.0122000      0.0875000      0.6048000      0.2115000     BAT
    153.3439941      0.1347000      0.1194000      0.0941000      0.1082000      0.0813000      0.1031000     -0.0949000      0.0939000      0.2152000      0.2131000     BAT
    153.4080048     -0.0794000      0.1019000      0.3600000      0.1155000     -0.1115000      0.1017000     -0.0754000      0.0890000      0.0937000      0.2049000     BAT
    153.4720001      0.2265000      0.1225000      0.0539000      0.1213000     -0.0705000      0.0951000      0.0123000      0.0834000      0.2222000      0.2139000     BAT
    153.5359955      0.1968000      0.1093000      0.1309000      0.1170000      0.1353000      0.0970000     -0.0809000      0.0862000      0.3821000      0.2061000     BAT
    153.6000061      0.1494000      0.1230000     -0.0159000      0.1138000      0.0529000      0.0978000     -0.0215000      0.0940000      0.1649000      0.2156000     BAT
    153.6640015      0.0826000      0.1193000      0.0867000      0.1167000      0.0212000      0.1102000      0.0190000      0.0941000      0.2095000      0.2210000     BAT
    153.7279968      0.0116000      0.1150000      0.1312000      0.1210000      0.0835000      0.1113000      0.0495000      0.0909000      0.2758000      0.2203000     BAT
    153.7920074      0.3434000      0.1236000      0.0749000      0.1113000      0.3112000      0.1032000     -0.1343000      0.0930000      0.5952000      0.2167000     BAT
    153.8560028     -0.0058000      0.1099000      0.1047000      0.1173000      0.0372000      0.0863000     -0.0630000      0.0908000      0.0731000      0.2038000     BAT
    153.9199982      0.2070000      0.1147000      0.1726000      0.1177000     -0.0420000      0.1002000     -0.0534000      0.0942000      0.2842000      0.2142000     BAT
    153.9839935      0.1653000      0.1128000      0.0724000      0.1163000      0.0362000      0.1060000      0.0235000      0.1048000      0.2975000      0.2202000     BAT
    154.0480042      0.2277000      0.1207000      0.2288000      0.1134000      0.1367000      0.1040000      0.0915000      0.0957000      0.6848000      0.2178000     BAT
    154.1119995      0.1184000      0.1124000     -0.0241000      0.1148000     -0.0846000      0.1049000      0.1774000      0.0888000      0.1872000      0.2114000     BAT
    154.1759949      0.1424000      0.1170000     -0.1297000      0.1272000      0.0512000      0.0979000      0.0209000      0.0949000      0.0848000      0.2201000     BAT
    154.2400055      0.0753000      0.1202000      0.0374000      0.1163000     -0.0427000      0.1065000     -0.1746000      0.0917000     -0.1046000      0.2185000     BAT
    154.3040009      0.0795000      0.1075000      0.0281000      0.1219000      0.1255000      0.1011000      0.1449000      0.0963000      0.3780000      0.2143000     BAT
    154.3679962      0.1990000      0.1133000      0.1334000      0.1089000      0.2112000      0.1037000      0.0678000      0.1005000      0.6114000      0.2135000     BAT
    154.4320068      0.1988000      0.1035000      0.1604000      0.1129000     -0.1096000      0.1103000      0.0144000      0.0870000      0.2641000      0.2079000     BAT
    154.4960022     -0.0049000      0.1243000      0.0290000      0.1165000      0.0119000      0.1035000      0.0199000      0.0966000      0.0559000      0.2215000     BAT
    154.5599976      0.1179000      0.1133000      0.0806000      0.1225000      0.0113000      0.1005000      0.1555000      0.0887000      0.3652000      0.2140000     BAT
    154.6239929      0.0888000      0.1169000      0.2072000      0.1144000      0.1523000      0.1098000      0.0056000      0.0893000      0.4538000      0.2162000     BAT
    154.6880035      0.2233000      0.1210000      0.0046000      0.1042000     -0.0235000      0.1062000      0.0685000      0.0873000      0.2730000      0.2107000     BAT
    154.7519989      0.1686000      0.1186000      0.0090000      0.1194000      0.0127000      0.0952000      0.0522000      0.0918000      0.2426000      0.2141000     BAT
    154.8159943      0.1124000      0.1081000     -0.0920000      0.1073000      0.0695000      0.1111000     -0.0563000      0.0837000      0.0336000      0.2062000     BAT
    154.8800049      0.0171000      0.1161000      0.0157000      0.1159000     -0.0303000      0.1027000     -0.0481000      0.0833000     -0.0455000      0.2107000     BAT
    154.9440002      0.0589000      0.1145000      0.0980000      0.1133000     -0.0626000      0.0978000      0.0602000      0.0994000      0.1545000      0.2130000     BAT
    155.0079956      0.1694000      0.1162000      0.1876000      0.1142000     -0.0390000      0.0956000      0.0801000      0.0886000      0.3980000      0.2087000     BAT
    155.0720062      0.2360000      0.1128000      0.3507000      0.1171000      0.2459000      0.0967000     -0.0941000      0.1045000      0.7386000      0.2161000     BAT
    155.1360016      0.2104000      0.1265000      0.2432000      0.1155000      0.1185000      0.0977000      0.0421000      0.0950000      0.6142000      0.2189000     BAT
    155.1999969      0.1471000      0.1209000      0.0035000      0.1104000      0.0181000      0.1040000      0.1141000      0.0898000      0.2828000      0.2137000     BAT
    155.2640076      0.0243000      0.1253000      0.1893000      0.1172000     -0.0445000      0.1022000     -0.0490000      0.0925000      0.1201000      0.2201000     BAT
    155.3280029      0.1823000      0.1145000      0.0389000      0.1151000      0.1040000      0.1015000      0.0603000      0.0870000      0.3854000      0.2103000     BAT
    155.3919983      0.0007000      0.1225000      0.0871000      0.1170000      0.1417000      0.0972000      0.0432000      0.1040000      0.2727000      0.2213000     BAT
    155.4559937     -0.0295000      0.1131000      0.1570000      0.1192000     -0.0108000      0.0940000     -0.0617000      0.0849000      0.0550000      0.2075000     BAT
    155.5200043      0.2775000      0.1128000      0.0831000      0.1157000      0.1341000      0.0977000      0.0049000      0.0936000      0.4996000      0.2107000     BAT
    155.5839996      0.1285000      0.1244000      0.3338000      0.1194000     -0.0238000      0.1074000      0.1178000      0.0873000      0.5563000      0.2211000     BAT
    155.6479950      0.0325000      0.1142000      0.1071000      0.1136000      0.1321000      0.1048000      0.1150000      0.0802000      0.3867000      0.2082000     BAT
    155.7120056      0.3026000      0.1167000     -0.0500000      0.1117000      0.2537000      0.1066000      0.0352000      0.0950000      0.5414000      0.2156000     BAT
    155.7760010      0.3448000      0.1203000      0.2162000      0.1078000     -0.0060000      0.1049000     -0.1343000      0.0894000      0.4206000      0.2123000     BAT
    155.8399963      0.1290000      0.1093000     -0.0079000      0.1233000     -0.0578000      0.1000000      0.0071000      0.0919000      0.0704000      0.2136000     BAT
    155.9040070      0.1979000      0.1106000      0.1429000      0.1104000      0.1851000      0.0925000      0.0060000      0.0902000      0.5319000      0.2028000     BAT
    155.9680023     -0.0569000      0.1113000      0.1998000      0.1106000      0.0453000      0.1026000      0.1173000      0.0986000      0.3055000      0.2118000     BAT
    156.0319977      0.1417000      0.1235000      0.3339000      0.1139000      0.1736000      0.1042000      0.0654000      0.0952000      0.7146000      0.2194000     BAT
    156.0959930     -0.0360000      0.1204000      0.1457000      0.1127000      0.0822000      0.1019000     -0.0366000      0.0824000      0.1553000      0.2106000     BAT
    156.1600037      0.0897000      0.1209000      0.1907000      0.1083000      0.0049000      0.1137000      0.0847000      0.0959000      0.3700000      0.2201000     BAT
    156.2239990      0.2193000      0.1049000     -0.0350000      0.1113000      0.0832000      0.1051000     -0.0369000      0.0924000      0.2306000      0.2073000     BAT
    156.2879944      0.0348000      0.1195000      0.0740000      0.1147000      0.2393000      0.1107000      0.0465000      0.0971000      0.3947000      0.2216000     BAT
    156.3520050      0.0308000      0.1147000      0.2113000      0.1178000      0.0672000      0.0992000     -0.0969000      0.0899000      0.2124000      0.2120000     BAT
    156.4160004      0.3183000      0.1119000      0.0738000      0.1226000     -0.0841000      0.1156000     -0.0230000      0.0972000      0.2850000      0.2244000     BAT
    156.4799957      0.0210000      0.1133000      0.0181000      0.1154000      0.1414000      0.1068000     -0.0530000      0.0893000      0.1275000      0.2134000     BAT
    156.5440063      0.2141000      0.1200000      0.3216000      0.1138000     -0.0688000      0.1013000      0.1958000      0.0912000      0.6626000      0.2143000     BAT
    156.6080017      0.0963000      0.1171000     -0.0185000      0.1152000      0.0781000      0.0987000      0.0827000      0.1038000      0.2386000      0.2179000     BAT
    156.6719971      0.1760000      0.1242000      0.0090000      0.1123000      0.0654000      0.1105000     -0.0072000      0.0945000      0.2432000      0.2218000     BAT
    156.7359924     -0.0963000      0.1208000     -0.1865000      0.1165000      0.0469000      0.0986000      0.1799000      0.1039000     -0.0560000      0.2206000     BAT
    156.8000031      0.3252000      0.1238000      0.1011000      0.1082000      0.0374000      0.1003000      0.0936000      0.0997000      0.5573000      0.2169000     BAT
    156.8639984      0.0580000      0.1124000      0.3158000      0.1181000      0.1364000      0.1041000     -0.0703000      0.0905000      0.4399000      0.2136000     BAT
    156.9279938     -0.0403000      0.1120000      0.2488000      0.1171000      0.1691000      0.1053000      0.0064000      0.0844000      0.3840000      0.2109000     BAT
    156.9920044      0.3312000      0.1173000      0.1655000      0.1076000      0.1364000      0.1101000     -0.1342000      0.0895000      0.4988000      0.2132000     BAT
    157.0559998      0.3556000      0.1252000      0.3222000      0.1152000     -0.0303000      0.1072000      0.0623000      0.0965000      0.7098000      0.2231000     BAT
    157.1199951      0.0244000      0.1123000      0.1620000      0.1306000     -0.0032000      0.1132000      0.0759000      0.1036000      0.2591000      0.2307000     BAT
    157.1840057      0.0324000      0.1121000      0.0270000      0.1230000      0.0334000      0.1013000     -0.0459000      0.0804000      0.0470000      0.2108000     BAT
    157.2480011      0.1385000      0.1195000      0.0875000      0.1175000      0.0756000      0.1012000      0.1594000      0.0915000      0.4611000      0.2162000     BAT
    157.3119965      0.0091000      0.1179000      0.0398000      0.1104000      0.1252000      0.0973000     -0.1393000      0.0878000      0.0348000      0.2081000     BAT
    157.3760071      0.1962000      0.1119000      0.1333000      0.1157000     -0.0822000      0.1091000      0.0367000      0.0846000      0.2840000      0.2121000     BAT
    157.4400024     -0.0681000      0.1145000      0.3178000      0.1082000     -0.1531000      0.1029000     -0.0026000      0.0819000      0.0940000      0.2052000     BAT
    157.5039978      0.2247000      0.1155000      0.2297000      0.1217000      0.0429000      0.1022000     -0.0988000      0.0956000      0.3985000      0.2185000     BAT
    157.5679932      0.1906000      0.1156000      0.1079000      0.1113000      0.0475000      0.1049000     -0.0097000      0.0900000      0.3363000      0.2118000     BAT
    157.6320038      0.1698000      0.1047000      0.0555000      0.1168000     -0.0598000      0.0996000     -0.0457000      0.0892000      0.1197000      0.2061000     BAT
    157.6959991      0.2138000      0.1187000     -0.0247000      0.1111000      0.1829000      0.1033000      0.0248000      0.0810000      0.3969000      0.2090000     BAT
    157.7599945      0.0660000      0.1134000      0.2630000      0.1188000      0.0477000      0.1068000     -0.0616000      0.0927000      0.3150000      0.2167000     BAT
    157.8240051      0.0175000      0.1142000      0.2414000      0.1221000      0.0344000      0.0930000     -0.0052000      0.0859000      0.2881000      0.2097000     BAT
    157.8880005      0.1843000      0.1217000      0.2092000      0.1213000      0.1647000      0.0977000      0.0707000      0.0932000      0.6287000      0.2185000     BAT
    157.9519958      0.2776000      0.1143000      0.0178000      0.1067000     -0.0462000      0.1031000     -0.0328000      0.0820000      0.2164000      0.2045000     BAT
    158.0160065      0.0221000      0.1165000      0.2456000      0.1151000      0.0950000      0.1001000      0.0088000      0.0956000      0.3716000      0.2144000     BAT
    158.0800018      0.0125000      0.1280000      0.0858000      0.1127000      0.1221000      0.1047000      0.0717000      0.0907000      0.2922000      0.2197000     BAT
    158.1439972      0.2262000      0.1110000      0.0402000      0.1152000      0.1392000      0.0960000      0.0899000      0.0867000      0.4955000      0.2057000     BAT
    158.2079926      0.1982000      0.1169000     -0.1170000      0.1206000     -0.0010000      0.1055000      0.0055000      0.0851000      0.0857000      0.2158000     BAT
    158.2720032      0.1703000      0.1129000      0.2488000      0.1230000     -0.0697000      0.1088000      0.1958000      0.0941000      0.5452000      0.2204000     BAT
    158.3359985      0.0762000      0.1151000      0.1719000      0.1151000      0.0552000      0.0990000      0.1385000      0.0911000      0.4419000      0.2112000     BAT
    158.3999939      0.1097000      0.1162000      0.1983000      0.1121000      0.0044000      0.1028000      0.0666000      0.0895000      0.3789000      0.2113000     BAT
    158.4640045      0.1941000      0.1228000      0.2023000      0.1193000     -0.0246000      0.0986000      0.1167000      0.0878000      0.4885000      0.2162000     BAT
    158.5279999      0.1565000      0.1193000     -0.0522000      0.1128000      0.0677000      0.0968000      0.2948000      0.0944000      0.4668000      0.2127000     BAT
    158.5919952      0.0897000      0.1149000      0.1892000      0.1158000      0.1641000      0.0971000      0.1073000      0.0997000      0.5503000      0.2144000     BAT
    158.6560059      0.1404000      0.1234000      0.0871000      0.1172000      0.0688000      0.1023000     -0.1806000      0.0974000      0.1156000      0.2212000     BAT
    158.7200012      0.1909000      0.1178000      0.1300000      0.1244000      0.1833000      0.1030000      0.0394000      0.0937000      0.5435000      0.2208000     BAT
    158.7839966      0.2141000      0.1169000      0.1966000      0.1160000      0.1221000      0.1105000      0.0643000      0.0872000      0.5971000      0.2167000     BAT
    158.8480072      0.0910000      0.1216000      0.1614000      0.1149000     -0.0931000      0.0951000      0.1038000      0.0796000      0.2631000      0.2083000     BAT
    158.9120026      0.0232000      0.1096000      0.1883000      0.1071000      0.2087000      0.0986000     -0.0923000      0.0949000      0.3280000      0.2054000     BAT
    158.9759979      0.0359000      0.1085000     -0.0580000      0.1044000     -0.0836000      0.1051000     -0.0676000      0.0918000     -0.1733000      0.2053000     BAT
    159.0399933     -0.0572000      0.1206000      0.1990000      0.1089000      0.0245000      0.0908000     -0.0678000      0.0901000      0.0985000      0.2068000     BAT
    159.1040039      0.0606000      0.1059000      0.1401000      0.1136000     -0.0730000      0.1032000      0.0804000      0.0937000      0.2081000      0.2087000     BAT
    159.1679993      0.0285000      0.1178000      0.3620000      0.1181000     -0.0005000      0.1013000     -0.0543000      0.0885000      0.3357000      0.2143000     BAT
    159.2319946      0.2034000      0.1146000      0.1860000      0.1258000      0.1315000      0.1034000      0.0522000      0.1007000      0.5730000      0.2232000     BAT
    159.2960052      0.0740000      0.1201000     -0.0433000      0.1167000      0.0087000      0.1091000      0.0644000      0.0896000      0.1038000      0.2190000     BAT
    159.3600006      0.1311000      0.1205000      0.0201000      0.1195000      0.0571000      0.1111000     -0.0167000      0.0817000      0.1917000      0.2187000     BAT
    159.4239960     -0.0511000      0.1156000     -0.0025000      0.1155000      0.0486000      0.1005000      0.0177000      0.0915000      0.0126000      0.2125000     BAT
    159.4880066      0.1522000      0.1101000      0.1405000      0.1213000      0.0699000      0.1111000     -0.0528000      0.0951000      0.3099000      0.2196000     BAT
    159.5520020      0.2454000      0.1084000      0.1290000      0.1195000      0.1003000      0.0902000      0.0426000      0.0752000      0.5173000      0.1995000     BAT
    159.6159973      0.2546000      0.1180000      0.2149000      0.1148000     -0.1302000      0.1035000      0.1805000      0.0873000      0.5198000      0.2132000     BAT
    159.6799927      0.0888000      0.1144000      0.2016000      0.1221000     -0.0885000      0.1026000     -0.0415000      0.0926000      0.1603000      0.2170000     BAT
    159.7440033      0.0903000      0.1248000      0.0333000      0.1122000      0.0229000      0.0967000      0.1141000      0.0919000      0.2606000      0.2144000     BAT
    159.8079987     -0.0618000      0.1216000      0.2517000      0.1124000      0.1762000      0.1026000      0.1174000      0.1023000      0.4836000      0.2200000     BAT
    159.8719940      0.0639000      0.1165000      0.2194000      0.1148000      0.0359000      0.1047000      0.1256000      0.0794000      0.4448000      0.2098000     BAT
    159.9360046      0.1379000      0.1109000      0.1681000      0.1119000      0.0998000      0.0952000     -0.1022000      0.0905000      0.3036000      0.2051000     BAT
    160.0000000      0.2364000      0.1147000     -0.0036000      0.1176000      0.0231000      0.1092000      0.1383000      0.0901000      0.3943000      0.2169000     BAT
    160.0639954      0.1208000      0.1150000      0.0875000      0.1077000      0.0255000      0.0855000      0.0110000      0.0912000      0.2447000      0.2012000     BAT
    160.1280060      0.3294000      0.1143000      0.1415000      0.1199000      0.0895000      0.1017000     -0.0164000      0.0946000      0.5440000      0.2162000     BAT
    160.1920013      0.2165000      0.1094000      0.1301000      0.1128000      0.1156000      0.1048000     -0.0455000      0.0887000      0.4167000      0.2087000     BAT
    160.2559967      0.0970000      0.1031000      0.1368000      0.1192000      0.0154000      0.1054000      0.0572000      0.0887000      0.3065000      0.2093000     BAT
    160.3200073      0.3218000      0.1198000      0.0307000      0.1241000     -0.0634000      0.0984000     -0.0862000      0.0978000      0.2029000      0.2213000     BAT
    160.3840027      0.0775000      0.1162000      0.2376000      0.1137000      0.0163000      0.1000000     -0.0576000      0.0942000      0.2738000      0.2129000     BAT
    160.4479980      0.1279000      0.1145000      0.0949000      0.1121000     -0.0051000      0.0959000      0.0740000      0.0871000      0.2917000      0.2060000     BAT
    160.5119934     -0.0878000      0.1142000      0.2168000      0.1155000      0.0756000      0.1031000     -0.0440000      0.0846000      0.1606000      0.2102000     BAT
    160.5760040      0.3545000      0.1242000      0.2745000      0.1104000      0.1405000      0.1057000      0.0236000      0.0995000      0.7931000      0.2206000     BAT
    160.6399994      0.2504000      0.1148000      0.0830000      0.1176000     -0.2005000      0.1075000      0.0042000      0.0902000      0.1370000      0.2161000     BAT
    160.7039948     -0.0097000      0.1224000      0.1506000      0.1112000      0.0790000      0.1022000     -0.0596000      0.0969000      0.1602000      0.2172000     BAT
    160.7680054      0.0824000      0.1140000      0.1124000      0.1164000      0.0171000      0.1032000      0.0316000      0.0840000      0.2435000      0.2104000     BAT
    160.8320007      0.1376000      0.1149000      0.1406000      0.1031000     -0.0525000      0.0971000     -0.1315000      0.0859000      0.0942000      0.2016000     BAT
    160.8959961      0.2369000      0.1213000      0.0347000      0.1170000      0.1270000      0.1130000      0.0505000      0.0787000      0.4491000      0.2177000     BAT
    160.9600067      0.1600000      0.1109000      0.2752000      0.1112000      0.0404000      0.1048000     -0.1502000      0.0873000      0.3254000      0.2080000     BAT
    161.0240021      0.0095000      0.1201000      0.0840000      0.1199000      0.0710000      0.1118000      0.0478000      0.0903000      0.2123000      0.2224000     BAT
    161.0879974      0.0172000      0.1102000      0.0867000      0.1134000     -0.0509000      0.1036000      0.0380000      0.0831000      0.0909000      0.2065000     BAT
    161.1519928      0.0580000      0.1184000      0.2710000      0.1220000     -0.1171000      0.1016000      0.0185000      0.0930000      0.2304000      0.2188000     BAT
    161.2160034      0.0589000      0.1217000      0.0589000      0.1106000      0.0764000      0.0952000      0.2023000      0.0877000      0.3965000      0.2093000     BAT
    161.2799988      0.2437000      0.1232000      0.0981000      0.1174000      0.0694000      0.1003000      0.0984000      0.0890000      0.5096000      0.2167000     BAT
    161.3439941      0.2328000      0.1125000     -0.1698000      0.1212000      0.1271000      0.1091000     -0.1076000      0.0995000      0.0826000      0.2217000     BAT
    161.4080048      0.3311000      0.1098000      0.0577000      0.1102000      0.0691000      0.1110000      0.0225000      0.0908000      0.4803000      0.2116000     BAT
    161.4720001      0.2184000      0.1109000      0.0502000      0.1150000      0.1217000      0.1036000      0.1318000      0.0990000      0.5221000      0.2146000     BAT
    161.5359955      0.1975000      0.1165000      0.1154000      0.1154000      0.0931000      0.0998000      0.0524000      0.0792000      0.4583000      0.2076000     BAT
    161.6000061      0.2247000      0.1156000      0.0199000      0.1169000      0.0385000      0.0989000     -0.2021000      0.0933000      0.0810000      0.2133000     BAT
    161.6640015      0.0524000      0.1125000      0.0372000      0.1194000     -0.1664000      0.0976000      0.2133000      0.0901000      0.1365000      0.2111000     BAT
    161.7279968      0.2336000      0.1119000      0.0485000      0.1102000      0.0604000      0.1082000      0.0223000      0.0917000      0.3648000      0.2116000     BAT
    161.7920074      0.2519000      0.1197000      0.0133000      0.1198000      0.1889000      0.1001000     -0.0074000      0.0925000      0.4468000      0.2174000     BAT
    161.8560028      0.2009000      0.1246000      0.0946000      0.1101000      0.0616000      0.1040000      0.0647000      0.0943000      0.4217000      0.2176000     BAT
    161.9199982      0.2444000      0.1169000      0.4368000      0.1205000      0.0800000      0.1083000      0.0899000      0.0890000      0.8512000      0.2187000     BAT
    161.9839935      0.0115000      0.1050000      0.0683000      0.1065000     -0.0938000      0.0994000      0.0589000      0.0874000      0.0448000      0.1998000     BAT
    162.0480042      0.2483000      0.1144000      0.1711000      0.1132000      0.1986000      0.0906000     -0.0345000      0.0932000      0.5835000      0.2069000     BAT
    162.1119995      0.3002000      0.1136000      0.2789000      0.1126000      0.0102000      0.1030000      0.0581000      0.0827000      0.6474000      0.2074000     BAT
    162.1759949      0.2538000      0.1201000      0.1533000      0.1077000     -0.0049000      0.0947000      0.2495000      0.1019000      0.6518000      0.2130000     BAT
    162.2400055      0.2765000      0.1168000     -0.1082000      0.1047000      0.0724000      0.1052000      0.0365000      0.0755000      0.2772000      0.2034000     BAT
    162.3040009      0.2735000      0.1145000      0.4108000      0.1145000      0.1306000      0.1022000     -0.0129000      0.0775000      0.8019000      0.2065000     BAT
    162.3679962     -0.1049000      0.1116000      0.1901000      0.1168000      0.1362000      0.1018000     -0.0875000      0.0862000      0.1339000      0.2095000     BAT
    162.4320068      0.3739000      0.1142000      0.1609000      0.1152000      0.0777000      0.0977000      0.0234000      0.0887000      0.6359000      0.2091000     BAT
    162.4960022      0.1083000      0.1185000      0.1597000      0.1106000      0.0881000      0.1046000     -0.0274000      0.0920000      0.3286000      0.2137000     BAT
    162.5599976     -0.0014000      0.1116000      0.2212000      0.1216000      0.1075000      0.0957000     -0.0289000      0.0834000      0.2984000      0.2083000     BAT
    162.6239929      0.0110000      0.1179000      0.2694000      0.1104000      0.1263000      0.1008000     -0.0542000      0.0941000      0.3524000      0.2124000     BAT
    162.6880035      0.2009000      0.1038000      0.1311000      0.1141000      0.0877000      0.0974000     -0.0325000      0.1014000      0.3872000      0.2087000     BAT
    162.7519989      0.1678000      0.1093000      0.2871000      0.1167000     -0.0527000      0.0959000     -0.0112000      0.0913000      0.3911000      0.2076000     BAT
    162.8159943     -0.0746000      0.1045000      0.1316000      0.1122000      0.1490000      0.0980000      0.0146000      0.1000000      0.2206000      0.2076000     BAT
    162.8800049      0.1076000      0.1199000      0.0783000      0.1107000      0.0672000      0.1150000     -0.1478000      0.0884000      0.1053000      0.2184000     BAT
    162.9440002      0.1294000      0.1146000      0.0336000      0.1187000      0.1089000      0.0935000     -0.0398000      0.0939000      0.2321000      0.2116000     BAT
    163.0079956      0.0353000      0.1161000     -0.0949000      0.1126000     -0.0767000      0.1035000      0.0863000      0.0761000     -0.0500000      0.2065000     BAT
    163.0720062      0.1511000      0.1174000      0.1689000      0.1181000     -0.0086000      0.0954000     -0.0794000      0.0855000      0.2319000      0.2101000     BAT
    163.1360016      0.3035000      0.1125000      0.0072000      0.1102000      0.1254000      0.0938000      0.0167000      0.0893000      0.4529000      0.2039000     BAT
    163.1999969     -0.0213000      0.1152000      0.0920000      0.1162000      0.0154000      0.0979000     -0.0416000      0.0861000      0.0445000      0.2092000     BAT
    163.2640076      0.0516000      0.1135000      0.1504000      0.1155000      0.1192000      0.0972000     -0.0358000      0.0967000      0.2854000      0.2122000     BAT
    163.3280029      0.0872000      0.1027000      0.2589000      0.1147000     -0.0040000      0.0981000     -0.1113000      0.0853000      0.2309000      0.2015000     BAT
    163.3919983      0.1367000      0.1146000      0.1962000      0.1097000     -0.0347000      0.0976000      0.1296000      0.0953000      0.4278000      0.2093000     BAT
    163.4559937      0.0797000      0.1056000      0.1968000      0.1125000      0.0400000      0.1016000     -0.0472000      0.0845000      0.2692000      0.2031000     BAT
    163.5200043      0.1677000      0.1193000     -0.1748000      0.1195000     -0.1238000      0.0947000      0.0303000      0.0939000     -0.1007000      0.2152000     BAT
    163.5839996      0.1420000      0.1115000      0.2940000      0.1281000     -0.0930000      0.0993000     -0.1890000      0.0960000      0.1541000      0.2188000     BAT
    163.6479950      0.1510000      0.1208000     -0.0367000      0.1120000      0.0515000      0.0937000      0.0493000      0.0875000      0.2150000      0.2088000     BAT
    163.7120056      0.0766000      0.1108000      0.2034000      0.1169000     -0.0742000      0.0976000     -0.2105000      0.1046000     -0.0046000      0.2155000     BAT
    163.7760010      0.2133000      0.1124000      0.2222000      0.1089000      0.1817000      0.0986000     -0.0300000      0.0950000      0.5872000      0.2080000     BAT
    163.8399963      0.2800000      0.1083000      0.1905000      0.1092000      0.1318000      0.0989000      0.0327000      0.0960000      0.6350000      0.2065000     BAT
    163.9040070      0.1282000      0.1081000      0.1396000      0.1144000     -0.0110000      0.0876000     -0.0513000      0.0810000      0.2055000      0.1975000     BAT
    163.9680023      0.1730000      0.1123000      0.0627000      0.1119000      0.0385000      0.0938000      0.0201000      0.0855000      0.2943000      0.2030000     BAT
    164.0319977      0.0971000      0.1213000      0.1003000      0.1158000     -0.0619000      0.1033000      0.0078000      0.0952000      0.1433000      0.2188000     BAT
    164.0959930      0.1015000      0.1079000      0.2629000      0.1250000      0.0572000      0.1064000      0.0116000      0.0902000      0.4331000      0.2162000     BAT
    164.1600037      0.1565000      0.1152000      0.2635000      0.1121000     -0.0669000      0.1030000      0.0635000      0.0926000      0.4167000      0.2122000     BAT
    164.2239990      0.1406000      0.1145000      0.0806000      0.1201000      0.2170000      0.1102000     -0.0356000      0.0981000      0.4027000      0.2221000     BAT
    164.2879944      0.1720000      0.0989000      0.1898000      0.1114000     -0.1118000      0.1019000     -0.0274000      0.0828000      0.2225000      0.1986000     BAT
    164.3520050      0.0548000      0.1129000      0.1066000      0.1066000      0.1784000      0.0964000      0.0413000      0.0961000      0.3810000      0.2065000     BAT
    164.4160004      0.1837000      0.1063000      0.3951000      0.1177000      0.0513000      0.1061000     -0.0417000      0.0895000      0.5885000      0.2107000     BAT
    164.4799957      0.0459000      0.1157000      0.1696000      0.1027000      0.0035000      0.1013000      0.1192000      0.0951000      0.3382000      0.2079000     BAT
    164.5440063      0.2747000      0.1090000      0.2280000      0.1207000      0.1138000      0.1075000      0.0715000      0.0877000      0.6880000      0.2138000     BAT
    164.6080017      0.1177000      0.1186000      0.0626000      0.1112000      0.3097000      0.1077000     -0.0218000      0.0938000      0.4682000      0.2164000     BAT
    164.6719971      0.0164000      0.1145000      0.2802000      0.1175000      0.0166000      0.1066000      0.1664000      0.0864000      0.4796000      0.2138000     BAT
    164.7359924      0.1692000      0.1180000      0.1553000      0.1194000     -0.0201000      0.0897000     -0.0131000      0.0776000      0.2912000      0.2055000     BAT
    164.8000031      0.0365000      0.1077000     -0.1603000      0.1064000     -0.0471000      0.0988000      0.1351000      0.0859000     -0.0358000      0.2002000     BAT
    164.8639984      0.0703000      0.1024000      0.2741000      0.1118000      0.2013000      0.1094000     -0.1564000      0.0930000      0.3893000      0.2088000     BAT
    164.9279938      0.1915000      0.1165000      0.0254000      0.1210000      0.1460000      0.1133000     -0.0577000      0.1000000      0.3053000      0.2260000     BAT
    164.9920044     -0.0380000      0.1083000      0.0182000      0.1189000      0.0915000      0.1044000     -0.0547000      0.0934000      0.0170000      0.2133000     BAT
    165.0559998     -0.0375000      0.1108000      0.0874000      0.1191000     -0.0307000      0.1019000      0.1145000      0.0885000      0.1337000      0.2114000     BAT
    165.1199951     -0.0556000      0.1152000      0.0086000      0.1088000     -0.0943000      0.1040000      0.0565000      0.0927000     -0.0848000      0.2110000     BAT
    165.1840057      0.1686000      0.1167000      0.1227000      0.1114000      0.0453000      0.1059000     -0.0549000      0.0848000      0.2817000      0.2108000     BAT
    165.2480011      0.1851000      0.1126000      0.2777000      0.1170000     -0.0531000      0.0969000     -0.0921000      0.0752000      0.3176000      0.2035000     BAT
    165.3119965      0.0883000      0.1187000      0.0299000      0.1220000      0.1662000      0.1020000      0.0611000      0.0894000      0.3456000      0.2176000     BAT
    165.3760071      0.2267000      0.1231000      0.0686000      0.1225000      0.1820000      0.1003000     -0.0159000      0.0864000      0.4613000      0.2184000     BAT
    165.4400024      0.1085000      0.1228000      0.0797000      0.1138000     -0.0978000      0.0952000     -0.1031000      0.0984000     -0.0127000      0.2163000     BAT
    165.5039978      0.1342000      0.1242000     -0.0070000      0.1166000     -0.0487000      0.1022000      0.0088000      0.0880000      0.0872000      0.2172000     BAT
    165.5679932      0.1333000      0.1238000      0.0754000      0.1180000     -0.0535000      0.1014000     -0.1471000      0.1024000      0.0080000      0.2236000     BAT
